upper_force,lower_force,displacement,velocity,temp_1,temp_2,temp_3,temp_4,temp_5,stroke_length,dwell_time,forming_energy,quality
224.32,172.58,11.52,57.24,102.42,99.03,100.02,62.58,86.28,38.55,2.21,126.56,0
239.94,165.8,15.24,69.6,84.29,94.61,88.2,84.33,75.56,38.56,2.57,166.17,0
173.29,158.47,13.8,58.74,102.57,104.68,93.99,70.71,86.55,29.16,3.03,143.96,0
181.66,173.83,30.87,69.29,116.46,110.94,89.55,81.16,77.98,37.05,1.84,156.51,0
178.71,165.58,16.04,64.84,112.14,70.67,104.44,63.8,80.72,35.68,1.79,154.3,0
223.8,178.99,22.88,52.09,143.91,92.94,94.22,85.4,80.73,37.09,2.39,165.66,0
203.5,170.93,26.63,19.46,111.29,101.05,127.98,105.44,99.25,50.25,2.59,170.41,1
213.81,165.24,16.41,86.27,123.69,92.15,101.07,92.3,99.68,37.0,2.21,162.11,0
208.63,161.05,23.44,55.99,120.12,125.78,104.61,89.37,80.94,34.62,3.08,146.25,1
153.87,154.6,26.2,70.15,99.08,112.21,96.88,91.94,95.79,39.42,2.0,150.92,0
212.61,152.07,24.71,67.05,101.23,106.64,70.48,77.24,95.88,36.04,2.33,137.04,0
189.48,212.27,33.28,46.54,106.75,134.56,98.39,98.69,96.99,46.61,3.54,132.89,1
261.26,165.08,18.57,61.42,94.2,79.57,76.78,95.22,75.97,37.97,3.17,152.07,0
208.99,152.52,25.54,69.29,106.73,94.39,86.22,91.15,71.46,25.92,1.69,146.87,0
188.35,151.37,12.34,55.11,116.24,115.94,88.82,93.16,74.23,33.09,2.3,147.19,0
174.97,184.75,36.77,56.61,90.58,95.88,88.0,80.45,96.02,39.05,2.87,180.85,0
151.52,145.09,18.87,59.92,110.87,103.58,113.67,87.1,86.69,29.21,2.55,137.22,0
252.48,150.33,52.18,35.86,145.49,72.6,89.46,95.23,93.86,33.26,4.15,111.26,1
188.0,136.49,14.28,42.23,101.54,90.43,89.78,102.83,87.63,37.05,2.33,132.74,0
188.11,112.75,37.93,40.07,96.74,87.42,94.92,74.44,76.81,34.92,1.82,140.5,0
205.27,181.9,34.84,54.68,107.78,94.1,78.47,84.69,64.15,40.73,2.45,155.87,0
192.21,152.49,16.45,81.5,114.34,92.42,92.98,85.13,71.55,34.14,2.69,171.09,0
164.01,139.1,47.04,42.92,105.38,85.15,82.8,67.06,77.84,33.39,2.65,134.04,0
248.26,132.7,21.86,43.43,98.15,103.44,98.73,91.1,80.27,32.82,2.8,153.86,0
199.33,164.64,23.02,46.58,103.12,77.79,78.69,74.5,95.11,37.92,2.5,160.34,0
217.12,167.15,23.87,49.69,95.91,87.53,81.59,74.41,92.23,38.32,2.43,132.85,0
249.22,158.26,19.51,65.35,86.93,97.31,82.62,48.99,76.43,25.6,3.25,137.98,0
192.89,182.97,29.15,75.39,101.99,85.11,89.49,86.26,56.45,36.65,2.51,152.33,0
206.56,172.5,33.95,35.86,95.87,108.88,88.44,78.63,79.02,43.32,1.6,137.74,0
228.5,156.87,37.28,54.45,106.52,115.31,97.98,78.6,60.83,38.23,2.66,134.4,0
227.99,206.72,20.72,70.4,116.55,96.67,100.95,85.44,69.95,26.22,2.81,147.58,0
217.71,147.6,22.57,46.92,110.47,105.28,78.23,79.45,88.48,32.45,2.59,150.63,0
211.37,162.69,30.69,42.15,94.55,91.55,66.33,74.02,65.85,37.65,2.64,136.36,0
210.92,145.38,29.74,67.57,98.8,103.14,95.57,86.26,83.19,26.47,2.48,155.18,0
176.57,158.02,25.68,64.89,100.66,79.96,97.47,86.65,76.73,40.79,2.92,193.31,0
212.88,168.76,27.61,56.24,99.12,88.8,86.16,99.47,83.35,29.56,1.99,181.16,0
168.72,161.11,35.81,75.45,106.76,110.63,76.68,104.19,80.81,41.33,2.7,167.53,0
175.72,137.59,10.43,60.86,100.95,106.23,98.13,100.43,77.41,38.15,2.44,139.06,0
195.45,147.96,22.72,65.48,96.43,96.33,87.07,88.14,84.34,42.0,3.25,164.54,0
237.19,153.93,30.1,48.78,99.62,104.95,93.46,97.5,81.24,35.44,2.52,162.74,0
213.73,153.84,23.41,41.07,81.5,95.68,96.95,88.01,74.86,34.41,2.91,138.95,0
198.06,135.36,15.49,30.59,98.4,108.22,108.71,87.09,69.28,39.15,2.36,121.82,0
170.96,146.86,16.49,68.89,102.05,92.07,106.08,79.71,67.98,42.27,2.46,160.04,0
214.18,183.63,21.61,13.91,84.53,86.97,87.53,93.51,97.49,41.35,2.85,135.96,0
230.88,84.81,26.68,42.73,106.86,92.78,84.22,102.28,64.52,32.01,2.62,152.41,0
