 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
일반,경기,화성시,화성송산테크노파크,완료,529 ,528 ,364 ,364 ,364 ,0 ,100 ,146 ,98 ,"1,076 ",231 ,"1,307 ",0 ,0 
일반,경기,김포시,대포,조성중,250 ,250 ,171 ,0 ,0 ,0 ,0 ,47 ,32 ,630 ,231 ,861 ,0 ,0 
일반,경기,의왕시,의왕테크노파크,완료,158 ,158 ,79 ,79 ,79 ,0 ,100 ,679 ,676 ,"1,635 ",581 ,"2,216 ","20,642 ","2,060 "
일반,경기,양주시,은남,미개발,992 ,992 ,714 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,화성시,동방,조성중,119 ,119 ,73 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,가유,조성중,114 ,114 ,79 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,김포시,학운6,조성중,565 ,563 ,344 ,344 ,316 ,28 ,92 ,167 ,121 ,"1,220 ",467 ,"1,687 ",0 ,0 
일반,경기,포천시,에코그린,조성중,308 ,308 ,234 ,234 ,180 ,54 ,77 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,연천군,연천BI(은통),완료,600 ,600 ,391 ,391 ,84 ,307 ,21 ,25 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,화성시,영진바이오,완료,45 ,45 ,37 ,37 ,37 ,0 ,100 ,1 ,1 ,,,,,
일반,경기,김포시,학운4-1,조성중,135 ,135 ,79 ,79 ,77 ,2 ,97 ,45 ,35 ,385 ,137 ,522 ,0 ,0 
일반,경기,안성시,동문,조성중,78 ,78 ,57 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,포천시,진목,미개발,90 ,90 ,69 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,마산2,조성중,126 ,127 ,78 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,북좌,미개발,42 ,42 ,35 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,축현2,완료,71 ,69 ,37 ,37 ,37 ,0 ,100 ,1 ,1 ,,,,,
일반,경기,용인시,용인테크노밸리(구 덕성),완료,839 ,839 ,519 ,519 ,519 ,0 ,100 ,143 ,123 ,"1,743 ","1,000 ","2,743 ",0 ,0 
일반,경기,평택시,평택드림테크(구 신재생),완료,"1,345 ","1,330 ",908 ,908 ,908 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,시흥시,광명시흥,미개발,975 ,973 ,468 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,파주센트럴밸리,조성중,493 ,493 ,300 ,300 ,300 ,0 ,100 ,42 ,23 ,232 ,169 ,401 ,"46,836 ","10,345 "
일반,경기,평택시,서탄(구 유창),미개발,280 ,280 ,193 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택BI(경기경제자유구역),완료,"1,044 ","1,044 ",782 ,782 ,371 ,411 ,47 ,37 ,6 ,256 ,13 ,269 ,"460,676 ","232,176 "
일반,경기,안성시,안성제5일반산업단지(구: 안성중소기업),미개발,709 ,709 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,제일,조성중,56 ,56 ,46 ,37 ,37 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,안성하이랜드,조성중,293 ,293 ,207 ,0 ,0 ,0 ,0 ,18 ,16 ,205 ,107 ,312 ,"11,280 ","1,562 "
일반,경기,김포시,학운5,조성중,893 ,890 ,519 ,0 ,0 ,0 ,0 ,67 ,24 ,"1,115 ",551 ,"1,666 ",0 ,0 
일반,경기,화성시,동진,조성중,182 ,182 ,131 ,0 ,0 ,0 ,0 ,1 ,1 ,,,,,
일반,경기,김포시,학운7,미개발,187 ,187 ,118 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,파주시,파평,완료,595 ,595 ,387 ,387 ,256 ,131 ,66 ,21 ,2 ,,,,,
일반,경기,오산시,오산가장제3,완료,163 ,163 ,104 ,104 ,104 ,0 ,100 ,30 ,17 ,736 ,192 ,928 ,"115,272 ",0 
일반,경기,이천시,남이천,완료,55 ,54 ,46 ,46 ,46 ,0 ,100 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,용인반도체클러스터,조성중,"4,156 ","4,006 ","2,697 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,안성테크노밸리,조성중,765 ,765 ,467 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시,백암,조성중,50 ,50 ,35 ,13 ,13 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,이천시,이천유산,조성중,50 ,50 ,36 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,용인시 처인구,제2용인테크노밸리,미개발,272 ,272 ,146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,김포시,학운3-1,미개발,119 ,119 ,55 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,화성시,H-테크노밸리일반산업단지,미개발,736 ,735 ,414 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택첨단복합일반산업단지,미개발,460 ,460 ,316 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안산시,안산신길일반산업단지,미개발,279 ,279 ,133 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,이천시,대월2일반산업단지,미개발,46 ,46 ,34 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,평택시,평택서탄제2일반산업단지,미개발,290 ,290 ,236 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경기,안성시,안성축산식품복합일반산업단지,미개발,158 ,159 ,87 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,화성시,동탄도시첨단,조성중,149 ,149 ,106 ,106 ,106 ,0 ,100 ,464 ,234 ,"2,949 ",956 ,"3,905 ",0 ,0 
도시첨단,경기,용인시,용인기흥힉스,조성중,77 ,78 ,27 ,27 ,0 ,27 ,0 ,720 ,720 ,"1,229 ",488 ,"1,717 ",0 ,0 
도시첨단,경기,양주시,회천,미개발,104 ,104 ,63 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,용인시,용인기흥ICT밸리,완료,42 ,42 ,17 ,17 ,17 ,0 ,100 ,543 ,543 ,"3,661 ","1,324 ","4,985 ",0 ,0 
도시첨단,경기,용인시,용인일양히포,미개발,66 ,66 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,안양시,평촌스마트스퀘어,완료,255 ,255 ,111 ,111 ,111 ,0 ,100 ,28 ,26 ,"2,375 ","1,377 ","3,752 ","431,000 ","160,750 "
도시첨단,경기,성남시 수정구,판교제2테크노밸리(구 판교창조경제밸리),조성중,366 ,350 ,129 ,129 ,128 ,1 ,99 ,207 ,207 ,"2,043 ",751 ,"2,794 ","181,756 ",0 
도시첨단,경기,광명시,광명시흥첨단R&D,조성중,493 ,493 ,134 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,안산시,한양대에리카캠퍼스혁신파크,미개발,79 ,78 ,49 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,고양시,고양일산,조성중,100 ,100 ,75 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,양주시,경기양주테크노밸리,미개발,218 ,217 ,103 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,부천시,부천대장제1도시첨단산업단지,미개발,334 ,335 ,205 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,부천시,부천대장제2도시첨단산업단지,미개발,226 ,226 ,131 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,용인시,용인기흥미래도시첨단산업단지,미개발,94 ,94 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,용인시,용인한림제약도시첨단산업단지,미개발,25 ,25 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경기,용인시,경기용인플랫폼시티도시첨단산업단지,조성중,272 ,272 ,187 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,경기,안성시,미양,완료,117 ,117 ,117 ,117 ,117 ,0 ,100 ,4 ,4 ,141 ,47 ,188 ,"76,644 ",98 
국가,강원,동해시,북평국가 (① + ②),완료,"4,278 ","1,872 ","1,235 ","1,235 ","1,031 ",204 ,83 ,81 ,55 ,869 ,161 ,"1,030 ","116,480 ",547 
국가,강원,동해시,   북평 ①,완료,"4,030 ","1,624 ","1,031 ","1,031 ","1,031 ",0 ,100 ,55 ,33 ,764 ,96 ,860 ,"20,172 ",0 
국가,강원,동해시,   동해(자유무역) ②,완료,248 ,248 ,204 ,204 ,0 ,204 ,0 ,26 ,22 ,105 ,65 ,170 ,"96,308 ",547 
일반,강원,강릉시,강릉과학,완료,"1,487 ","1,487 ",856 ,856 ,804 ,52 ,94 ,158 ,153 ,"1,345 ",577 ,"1,922 ","337,017 ","111,718 "
일반,강원,강릉시,강릉중소,완료,164 ,164 ,69 ,69 ,69 ,0 ,100 ,36 ,22 ,328 ,11 ,339 ,"35,600 ",0 
일반,강원,원주시,원주자동차부품,완료,93 ,93 ,78 ,78 ,78 ,0 ,100 ,5 ,4 ,51 ,15 ,66 ,"12,870 ",50 
일반,강원,춘천시,남면,완료,65 ,64 ,31 ,31 ,31 ,0 ,100 ,1 ,1 ,,,,,
일반,강원,춘천시,전력IT문화복합,완료,354 ,354 ,102 ,102 ,102 ,0 ,100 ,15 ,15 ,209 ,41 ,250 ,"25,234 ",0 
일반,강원,홍천군,홍천북방,완료,525 ,525 ,435 ,435 ,435 ,0 ,100 ,2 ,2 ,,,,,
일반,강원,횡성군,우천,완료,755 ,755 ,510 ,510 ,472 ,38 ,93 ,20 ,18 ,631 ,225 ,856 ,"167,951 ","10,282 "
일반,강원,삼척시,삼척종합발전,조성중,"2,581 ","2,581 ","1,726 ","1,724 ","1,724 ",0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,춘천시,남춘천,조성중,"1,453 ",267 ,193 ,193 ,193 ,0 ,100 ,24 ,12 ,41 ,27 ,68 ,"5,890 ","2,336 "
일반,강원,동해시,북평제2,조성중,593 ,593 ,310 ,310 ,88 ,222 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,강릉시,강릉옥계,조성중,482 ,482 ,382 ,187 ,187 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,동해시,송정,완료,323 ,323 ,269 ,269 ,269 ,0 ,100 ,1 ,1 ,,,,,
일반,강원,원주시,동화,완료,409 ,409 ,277 ,277 ,277 ,0 ,100 ,28 ,27 ,746 ,292 ,"1,038 ","291,886 ","24,330 "
일반,강원,원주시,부론,조성중,609 ,609 ,369 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,철원군,플라즈마,조성중,315 ,315 ,208 ,208 ,7 ,201 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,태백시,동점(구 태백스포츠),완료,216 ,218 ,114 ,114 ,91 ,23 ,80 ,5 ,5 ,14 ,11 ,25 ,0 ,0 
일반,강원,원주시,문막[재생사업지구],완료,396 ,336 ,198 ,198 ,198 ,0 ,100 ,24 ,21 ,536 ,280 ,816 ,"217,093 ","9,831 "
일반,강원,원주시,문막반계 (① + ②),조성중,423 ,419 ,282 ,266 ,266 ,0 ,100 ,38 ,34 ,691 ,174 ,865 ,"205,220 ","11,603 "
일반,강원,원주시,   문막반계 ①,조성중,339 ,335 ,198 ,182 ,182 ,0 ,100 ,30 ,28 ,565 ,125 ,690 ,"171,843 ","4,974 "
일반,강원,원주시,   문막반계(문막중소협력외국인) ②,완료,84 ,84 ,84 ,84 ,84 ,0 ,100 ,8 ,6 ,126 ,49 ,175 ,"33,377 ","6,629 "
일반,강원,원주시,우산,완료,346 ,346 ,288 ,288 ,288 ,0 ,100 ,20 ,17 ,"1,014 ",558 ,"1,572 ","345,752 ","412,516 "
일반,강원,원주시,포진,조성중,96 ,96 ,67 ,37 ,0 ,37 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,춘천시,후평[재생사업지구],완료,483 ,483 ,263 ,263 ,263 ,0 ,100 ,412 ,323 ,990 ,542 ,"1,532 ","105,613 ","39,313 "
일반,강원,삼척시,호산(LNG),완료,982 ,980 ,722 ,722 ,722 ,0 ,100 ,1 ,1 ,,,,,
일반,강원,춘천시,동춘천(구 봉명),완료,539 ,539 ,314 ,314 ,314 ,0 ,100 ,19 ,16 ,434 ,214 ,648 ,"28,152 ","1,272 "
일반,강원,강릉시,옥계첨단소재융합,완료,383 ,383 ,201 ,201 ,0 ,201 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,태백시,철암고터실일반산업단지,미개발,200 ,199 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,강원,삼척시,삼척수소특화일반산업단지,미개발,139 ,139 ,87 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,강원,춘천시,춘천도시첨단문화,완료,187 ,187 ,47 ,47 ,47 ,0 ,100 ,8 ,8 ,209 ,88 ,297 ,300 ,0 
도시첨단,강원,춘천시,춘천도시첨단정보,완료,25 ,25 ,14 ,14 ,14 ,0 ,100 ,1 ,1 ,,,,,
도시첨단,강원,춘천시,삼성SDS춘천센터,완료,40 ,40 ,30 ,30 ,30 ,0 ,100 ,1 ,1 ,,,,,
도시첨단,강원,춘천시,네이버도시첨단(구 춘천NHN),완료,100 ,101 ,53 ,53 ,53 ,0 ,100 ,1 ,1 ,,,,,
도시첨단,강원,춘천시,강원대캠퍼스혁신파크,조성중,67 ,66 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,강원,홍천군,홍천,미개발,46 ,46 ,24 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,강릉시,주문진,완료,143 ,143 ,100 ,100 ,100 ,0 ,100 ,35 ,35 ,428 ,231 ,659 ,"56,133 ",126 
농공,강원,삼척시,근덕,완료,130 ,130 ,79 ,79 ,79 ,0 ,100 ,28 ,28 ,156 ,38 ,194 ,"16,848 ",150 
농공,강원,삼척시,도계,완료,71 ,68 ,58 ,58 ,58 ,0 ,100 ,8 ,8 ,26 ,9 ,35 ,"1,581 ",0 
농공,강원,속초시,대포제2,완료,106 ,106 ,66 ,66 ,66 ,0 ,100 ,34 ,34 ,174 ,234 ,408 ,"38,266 ",778 
농공,강원,원주시,동화,완료,330 ,330 ,259 ,259 ,259 ,0 ,100 ,44 ,42 ,661 ,482 ,"1,143 ","197,692 ","58,793 "
농공,강원,원주시,문막,완료,501 ,501 ,409 ,409 ,409 ,0 ,100 ,37 ,34 ,"1,482 ",238 ,"1,720 ","522,326 ","124,644 "
농공,강원,원주시,태장,완료,298 ,297 ,243 ,243 ,243 ,0 ,100 ,136 ,128 ,833 ,403 ,"1,236 ","183,253 ","5,563 "
농공,강원,춘천시,거두,완료,308 ,308 ,217 ,217 ,217 ,0 ,100 ,27 ,26 ,"1,062 ",789 ,"1,851 ","229,204 ","112,066 "
농공,강원,춘천시,당림,완료,53 ,53 ,43 ,43 ,43 ,0 ,100 ,1 ,1 ,,,,,
농공,강원,춘천시,창촌,완료,114 ,115 ,104 ,104 ,104 ,0 ,100 ,29 ,29 ,152 ,32 ,184 ,"37,896 ",489 
농공,강원,춘천시,퇴계,완료,341 ,341 ,240 ,240 ,240 ,0 ,100 ,173 ,166 ,"1,164 ",754 ,"1,918 ","202,933 ","17,125 "
농공,강원,춘천시,수동,완료,77 ,77 ,31 ,31 ,31 ,0 ,100 ,7 ,6 ,"1,817 ",55 ,"1,872 ","67,236 ","8,640 "
농공,강원,태백시,장성,완료,137 ,137 ,81 ,81 ,75 ,6 ,93 ,17 ,13 ,74 ,62 ,136 ,"10,036 ",6 
농공,강원,태백시,철암,완료,127 ,127 ,100 ,100 ,100 ,0 ,100 ,29 ,27 ,149 ,95 ,244 ,"39,978 ",974 
농공,강원,고성군,고성해양심층수전용,완료,100 ,100 ,70 ,70 ,67 ,3 ,96 ,23 ,18 ,123 ,43 ,166 ,"21,055 ",146 
농공,강원,고성군,향목,완료,34 ,33 ,29 ,29 ,29 ,0 ,100 ,14 ,14 ,69 ,18 ,87 ,"6,219 ",0 
농공,강원,양구군,하리,완료,143 ,142 ,90 ,90 ,90 ,0 ,100 ,34 ,31 ,126 ,48 ,174 ,"12,906 ",13 
농공,강원,양양군,포월,완료,117 ,115 ,84 ,84 ,84 ,0 ,100 ,39 ,39 ,183 ,175 ,358 ,"2,214 ",346 
농공,강원,영월군,영월,완료,111 ,110 ,92 ,92 ,92 ,0 ,100 ,17 ,16 ,90 ,34 ,124 ,"20,990 ",108 
농공,강원,영월군,영월제3,완료,259 ,257 ,161 ,161 ,161 ,0 ,100 ,27 ,26 ,180 ,80 ,260 ,"38,240 ",242 
농공,강원,영월군,팔괴,완료,143 ,143 ,109 ,109 ,109 ,0 ,100 ,34 ,26 ,111 ,44 ,155 ,"9,305 ","1,496 "
농공,강원,인제군,원통,완료,144 ,144 ,90 ,90 ,90 ,0 ,100 ,36 ,35 ,127 ,79 ,206 ,"3,800 ",480 
농공,강원,정선군,예미,완료,107 ,107 ,73 ,73 ,65 ,8 ,89 ,13 ,13 ,57 ,10 ,67 ,800 ,0 
농공,강원,정선군,증산,완료,118 ,118 ,91 ,91 ,91 ,0 ,100 ,22 ,22 ,141 ,24 ,165 ,"3,000 ",0 
농공,강원,정선군,함백,완료,100 ,100 ,98 ,98 ,98 ,0 ,100 ,5 ,5 ,51 ,21 ,72 ,"1,600 ",0 
농공,강원,철원군,갈말,완료,125 ,129 ,97 ,97 ,97 ,0 ,100 ,3 ,3 ,88 ,21 ,109 ,"29,273 ","35,923 "
농공,강원,철원군,김화,완료,146 ,143 ,114 ,114 ,114 ,0 ,100 ,27 ,26 ,228 ,151 ,379 ,"53,299 ","1,728 "
농공,강원,평창군,방림,완료,62 ,62 ,41 ,41 ,41 ,0 ,100 ,11 ,11 ,92 ,86 ,178 ,"7,590 ",0 
농공,강원,평창군,평창,완료,106 ,106 ,83 ,83 ,83 ,0 ,100 ,35 ,35 ,141 ,36 ,177 ,"15,600 ",90 
농공,강원,홍천군,상오안,완료,127 ,127 ,92 ,92 ,92 ,0 ,100 ,24 ,22 ,180 ,186 ,366 ,"40,681 ","32,878 "
농공,강원,홍천군,양덕원,완료,42 ,42 ,37 ,37 ,37 ,0 ,100 ,1 ,1 ,,,,,
농공,강원,홍천군,화전,완료,269 ,269 ,141 ,141 ,141 ,0 ,100 ,20 ,18 ,174 ,121 ,295 ,"39,239 ","117,182 "
농공,강원,화천군,원천,완료,112 ,112 ,80 ,80 ,80 ,0 ,100 ,28 ,25 ,180 ,69 ,249 ,"29,469 ","2,840 "
농공,강원,횡성군,공근,완료,329 ,329 ,222 ,222 ,222 ,0 ,100 ,29 ,26 ,482 ,209 ,691 ,"133,422 ","2,959 "
농공,강원,횡성군,묵계,완료,176 ,175 ,138 ,138 ,138 ,0 ,100 ,13 ,13 ,362 ,477 ,839 ,"165,991 ","10,790 "
농공,강원,횡성군,우천,완료,173 ,173 ,145 ,145 ,145 ,0 ,100 ,24 ,23 ,224 ,105 ,329 ,"29,902 ",190 
농공,강원,횡성군,우천제2,완료,329 ,329 ,234 ,234 ,234 ,0 ,100 ,23 ,21 ,426 ,340 ,766 ,"196,393 ",300 
농공,강원,속초시,대포제3,완료,162 ,162 ,110 ,110 ,108 ,2 ,98 ,51 ,51 ,255 ,182 ,437 ,"49,774 ","2,357 "
농공,강원,철원군,동송,완료,164 ,158 ,102 ,102 ,85 ,17 ,83 ,15 ,15 ,155 ,105 ,260 ,"68,695 ",0 
농공,강원,양양군,양양제2그린,완료,103 ,102 ,60 ,60 ,60 ,0 ,100 ,16 ,13 ,70 ,80 ,150 ,"1,224 ",314 
농공,강원,강릉시,주문진제2,완료,158 ,158 ,104 ,104 ,104 ,0 ,100 ,20 ,20 ,170 ,102 ,272 ,"33,876 ",0 
농공,강원,속초시,대포제1,완료,178 ,177 ,138 ,138 ,138 ,0 ,100 ,39 ,39 ,184 ,190 ,374 ,"36,976 ","5,368 "
농공,강원,인제군,귀둔,완료,54 ,54 ,34 ,34 ,9 ,25 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,홍천군,북방,조성중,101 ,101 ,72 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,춘천시,퇴계제2,완료,93 ,93 ,59 ,59 ,59 ,0 ,100 ,34 ,29 ,100 ,31 ,131 ,"9,373 ",0 
농공,강원,고성군,고성제2특화농공단지,미개발,130 ,130 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,양양군,양양친환경스마트육상연어양식농공단지,미개발,106 ,106 ,85 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,횡성군,횡성조곡농공단지,미개발,185 ,184 ,128 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,강원,삼척시,근덕제2농공단지,미개발,52 ,51 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,충북,보은군,보은,조성중,"4,178 ","4,179 ","1,156 ","1,156 ","1,156 ",0 ,100 ,1 ,1 ,,,,,
국가,충북,청주시,오송생명과학,완료,"4,833 ","2,595 ","1,384 ","1,384 ","1,384 ",0 ,100 ,73 ,71 ,"3,979 ","1,996 ","5,975 ","1,732,164 ","357,694 "
국가,충북,충주시,충주바이오헬스,미개발,"2,241 ","2,241 ","1,065 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,제천시,제천,완료,"1,472 ","1,472 ",729 ,729 ,729 ,0 ,100 ,46 ,45 ,"2,369 ","1,428 ","3,797 ","1,197,500 ","289,270 "
일반,충북,제천시,제천제2,완료,"1,307 ","1,307 ",788 ,788 ,788 ,0 ,100 ,52 ,48 ,"1,084 ",581 ,"1,665 ","194,306 ","6,729 "
일반,충북,청주시,청주[재생사업지구:부분],완료,"4,098 ","4,098 ","2,906 ","2,906 ","2,906 ",0 ,100 ,735 ,705 ,"17,308 ","7,778 ","25,086 ","6,201,014 ","2,482,433 "
일반,충북,청주시,청주테크노폴리스,조성중,"3,801 ","1,848 ","1,431 ",757 ,757 ,0 ,100 ,19 ,16 ,"2,315 ",930 ,"3,245 ","4,168,321 ","3,695,311 "
일반,충북,충주시,중원,완료,375 ,375 ,204 ,204 ,204 ,0 ,100 ,30 ,29 ,462 ,147 ,609 ,"160,878 ","44,916 "
일반,충북,충주시,충주DH,완료,77 ,77 ,73 ,73 ,73 ,0 ,100 ,3 ,2 ,,,,,
일반,충북,충주시,만정,완료,50 ,50 ,45 ,45 ,45 ,0 ,100 ,2 ,2 ,,,,,
일반,충북,충주시,충주제1,완료,"1,270 ","1,270 ",817 ,817 ,817 ,0 ,100 ,42 ,36 ,"1,587 ",464 ,"2,051 ","448,108 ","75,880 "
일반,충북,충주시,충주제3,완료,129 ,129 ,103 ,103 ,103 ,0 ,100 ,9 ,7 ,98 ,7 ,105 ,"43,322 ",0 
일반,충북,충주시,충주제4,완료,176 ,176 ,156 ,156 ,156 ,0 ,100 ,4 ,4 ,197 ,64 ,261 ,"30,105 ",0 
일반,충북,충주시,충주첨단,완료,"1,992 ","1,920 ",916 ,916 ,916 ,0 ,100 ,61 ,56 ,"1,619 ",443 ,"2,062 ","203,350 ","19,068 "
일반,충북,괴산군,괴산첨단,완료,468 ,468 ,294 ,294 ,294 ,0 ,100 ,14 ,10 ,"1,040 ",358 ,"1,398 ","8,600 ","6,800 "
일반,충북,영동군,주곡,조성중,149 ,149 ,84 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,영동군,영동,완료,999 ,999 ,594 ,594 ,580 ,14 ,98 ,36 ,25 ,482 ,94 ,576 ,"57,868 ",360 
일반,충북,옥천군,청산,완료,353 ,352 ,255 ,255 ,224 ,31 ,88 ,10 ,10 ,53 ,11 ,64 ,"6,824 ","1,592 "
일반,충북,음성군,금왕,완료,571 ,571 ,414 ,414 ,407 ,7 ,98 ,12 ,12 ,"1,052 ",99 ,"1,151 ","370,512 ","46,504 "
일반,충북,음성군,대풍,완료,439 ,435 ,325 ,325 ,325 ,0 ,100 ,11 ,10 ,694 ,305 ,999 ,"35,076 ",934 
일반,충북,음성군,맹동,완료,419 ,419 ,274 ,274 ,274 ,0 ,100 ,51 ,43 ,866 ,544 ,"1,410 ","94,870 ","1,284 "
일반,충북,음성군,원남,완료,"1,113 ","1,111 ",794 ,794 ,793 ,1 ,100 ,81 ,71 ,"1,635 ",827 ,"2,462 ","196,300 ","34,460 "
일반,충북,음성군,육령,완료,63 ,63 ,40 ,40 ,40 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충북,음성군,음성이테크,완료,135 ,135 ,81 ,81 ,81 ,0 ,100 ,21 ,15 ,128 ,40 ,168 ,"2,804 ",202 
일반,충북,음성군,음성하이텍,완료,397 ,397 ,313 ,313 ,313 ,0 ,100 ,19 ,19 ,664 ,266 ,930 ,"293,828 ","34,764 "
일반,충북,음성군,중부,완료,148 ,148 ,115 ,115 ,115 ,0 ,100 ,3 ,2 ,,,,,
일반,충북,증평군,증평,완료,682 ,682 ,507 ,507 ,507 ,0 ,100 ,12 ,11 ,535 ,181 ,716 ,"233,620 ","92,192 "
일반,충북,증평군,증평2,완료,702 ,703 ,515 ,515 ,515 ,0 ,100 ,37 ,32 ,657 ,224 ,881 ,"263,276 ","3,856 "
일반,충북,진천군,이월,완료,300 ,300 ,213 ,213 ,213 ,0 ,100 ,6 ,6 ,418 ,29 ,447 ,"140,460 ","122,118 "
일반,충북,진천군,초평은암,완료,611 ,611 ,265 ,265 ,265 ,0 ,100 ,12 ,9 ,191 ,60 ,251 ,"2,802 ",220 
